,DailyCases,Deceased,Hospitalised,InIntensiveCareUnit,RequiresOxygenSupplementation,DailyHospitalised,DailyICU,DailyOxygen,SeverityRate(%),Daily Discharged,Daily Recovery,people_vaccinated,population,people_fully_vaccinated,FirstDose(%),SecondDose(%)
2021-05-14,52.0,,,,,0.0,0.0,0.0,0.0,18.0,0.0,1916631.0,5896684.0,1335136.0,32.50353927732943,22.642149384298023
2021-05-15,31.0,,,,,0.0,0.0,0.0,0.0,15.0,0.0,1933262.0,5896684.0,1370272.0,32.785579149230315,23.238009701723882
2021-05-16,49.0,,,,,0.0,0.0,0.0,0.0,42.0,0.0,1949893.0,5896684.0,1405408.0,33.0676190211312,23.833870019149746
2021-05-17,28.0,,,,,0.0,0.0,0.0,0.0,19.0,0.0,1966524.0,5896684.0,1440544.0,33.349658893032085,24.42973033657561
2021-05-18,38.0,,,,,0.0,0.0,0.0,0.0,11.0,0.0,1987370.5714285714,5896684.0,1465669.0,33.70318930823784,24.855817269502655
2021-05-19,38.0,,,,,0.0,0.0,0.0,0.0,49.0,11.0,2008217.142857143,5896684.0,1490794.0,34.0567197234436,25.281904202429708
2021-05-20,41.0,,,,,0.0,0.0,0.0,0.0,46.0,5.0,2029063.7142857143,5896684.0,1515919.0,34.41025013864936,25.70799113535675
2021-05-21,40.0,,,,,0.0,0.0,0.0,0.0,13.0,0.0,2049910.2857142857,5896684.0,1541044.0,34.76378055385511,26.1340780682838
2021-05-22,29.0,,,,,0.0,0.0,0.0,0.0,35.0,6.0,2070756.857142857,5896684.0,1566169.0,35.11731096906087,26.56016500121085
2021-05-23,25.0,,,,,0.0,0.0,0.0,0.0,17.0,0.0,2091603.4285714286,5896684.0,1591294.0,35.47084138426663,26.9862519341379
2021-05-24,36.0,,,,,0.0,0.0,0.0,0.0,22.0,0.0,2112450.0,5896684.0,1616419.0,35.82437179947238,27.412338867064946
2021-05-25,30.0,,,,,0.0,0.0,0.0,0.0,13.0,0.0,2136550.5714285714,5896684.0,1637858.7142857143,36.23308577208091,27.77592820449111
2021-05-26,26.0,,,,,0.0,0.0,0.0,0.0,31.0,5.0,2160651.1428571427,5896684.0,1659298.4285714286,36.641799744689436,28.139517541917265
2021-05-27,24.0,,,,,0.0,0.0,0.0,0.0,12.0,0.0,2184751.714285714,5896684.0,1680738.142857143,37.05051371729796,28.503106879343427
2021-05-28,30.0,,,,,0.0,0.0,0.0,0.0,35.0,5.0,2208852.285714286,5896684.0,1702177.857142857,37.45922768990649,28.866696216769576
2021-05-29,33.0,,,,,0.0,0.0,0.0,0.0,16.0,0.0,2232952.8571428573,5896684.0,1723617.5714285714,37.86794166251502,29.23028555419574
2021-05-30,25.0,,,,,0.0,0.0,0.0,0.0,11.0,0.0,2257053.4285714286,5896684.0,1745057.2857142857,38.27665563512355,29.593874891621898
2021-05-31,23.0,,,,,0.0,0.0,0.0,0.0,25.0,2.0,2281154.0,5896684.0,1766497.0,38.68536960773207,29.957464229048053
2021-06-01,18.0,,,,,0.0,0.0,0.0,0.0,22.0,4.0,2312962.5714285714,5896684.0,1783890.7142857143,39.224801115823254,30.252438731424547
2021-06-02,31.0,,,,,0.0,0.0,0.0,0.0,42.0,11.0,2344771.1428571427,5896684.0,1801284.4285714286,39.76423262391444,30.54741323380104
2021-06-03,45.0,,,,,0.0,0.0,0.0,0.0,34.0,0.0,2376579.714285714,5896684.0,1818678.142857143,40.303664132005615,30.842387736177535
2021-06-04,13.0,,,,,0.0,0.0,0.0,0.0,23.0,10.0,2408388.285714286,5896684.0,1836071.857142857,40.843095640096806,31.137362238554022
2021-06-05,18.0,,,,,0.0,0.0,0.0,0.0,33.0,15.0,2440196.8571428573,5896684.0,1853465.5714285714,41.38252714818799,31.432336740930516
2021-06-06,20.0,,,,,0.0,0.0,0.0,0.0,22.0,2.0,2472005.4285714286,5896684.0,1870859.2857142857,41.921958656279166,31.72731124330701
2021-06-07,14.0,,,,,0.0,0.0,0.0,0.0,25.0,11.0,2503814.0,5896684.0,1888253.0,42.46139016437035,32.022285745683504
2021-06-08,9.0,,,,,0.0,0.0,0.0,0.0,42.0,33.0,2531904.285714286,5896684.0,1902922.5714285714,42.93776444039202,32.271062370453826
2021-06-09,4.0,,,,,0.0,0.0,0.0,0.0,38.0,34.0,2559994.5714285714,5896684.0,1917592.142857143,43.41413871641369,32.51983899522414
2021-06-10,13.0,,,,,0.0,0.0,0.0,0.0,25.0,12.0,2588084.8571428573,5896684.0,1932261.7142857143,43.89051299243537,32.76861561999446
2021-06-11,9.0,,,,,0.0,0.0,0.0,0.0,34.0,25.0,2616175.1428571427,5896684.0,1946931.2857142857,44.36688726845703,33.01739224476478
2021-06-12,18.0,,,,,0.0,0.0,0.0,0.0,39.0,21.0,2644265.4285714286,5896684.0,1961600.857142857,44.8432615444787,33.2661688695351
2021-06-13,13.0,,,,,0.0,0.0,0.0,0.0,31.0,18.0,2672355.714285714,5896684.0,1976270.4285714286,45.31963582050037,33.51494549430542
2021-06-14,25.0,,,,,0.0,0.0,0.0,0.0,25.0,0.0,2700446.0,5896684.0,1990940.0,45.796010096522046,33.76372211907574
2021-06-15,14.0,,,,,0.0,0.0,0.0,0.0,17.0,3.0,2739178.0,5896684.0,2000439.4285714286,46.45285384124366,33.92481992542637
2021-06-16,24.0,,,,,0.0,0.0,0.0,0.0,20.0,0.0,2777910.0,5896684.0,2009938.857142857,47.109697585965264,34.085917731776995
2021-06-17,27.0,,,,,0.0,0.0,0.0,0.0,29.0,2.0,2816642.0,5896684.0,2019438.2857142857,47.76654133068688,34.24701553812763
2021-06-18,16.0,,,,,0.0,0.0,0.0,0.0,27.0,11.0,2855374.0,5896684.0,2028937.7142857143,48.42338507540848,34.40811334447826
2021-06-19,21.0,,,,,0.0,0.0,0.0,0.0,36.0,15.0,2894106.0,5896684.0,2038437.142857143,49.080228820130095,34.569211150828885
2021-06-20,11.0,,,,,0.0,0.0,0.0,0.0,19.0,8.0,2932838.0,5896684.0,2047936.5714285714,49.7370725648517,34.73030895717952
2021-06-21,16.0,,,,,0.0,0.0,0.0,0.0,28.0,12.0,2971570.0,5896684.0,2057436.0,50.393916309573314,34.89140676353015
2021-06-22,18.0,,,,,0.0,0.0,0.0,0.0,28.0,10.0,3014432.8571428573,5896684.0,2062687.0,51.120813954806756,34.980456812676415
2021-06-23,22.0,,,,,0.0,0.0,0.0,0.0,15.0,0.0,3057295.714285714,5896684.0,2067938.0,51.84771160004019,35.06950686182268
2021-06-24,23.0,,,,,0.0,0.0,0.0,0.0,27.0,4.0,3100158.5714285714,5896684.0,2073189.0,52.57460924527364,35.15855691096895
2021-06-25,20.0,,,,,0.0,0.0,0.0,0.0,21.0,1.0,3143021.4285714286,5896684.0,2078440.0,53.30150689050708,35.24760696011521
2021-06-26,17.0,,,,,0.0,0.0,0.0,0.0,20.0,3.0,3185884.285714286,5896684.0,2083691.0,54.02840453574053,35.33665700926147
2021-06-27,14.0,,,,,0.0,0.0,0.0,0.0,14.0,0.0,3228747.1428571427,5896684.0,2088942.0,54.75530218097396,35.42570705840774
2021-06-28,9.0,,,,,0.0,0.0,0.0,0.0,17.0,8.0,3271610.0,5896684.0,2094193.0,55.48219982620741,35.514757107554004
2021-06-29,10.0,,,,,0.0,0.0,0.0,0.0,7.0,0.0,3310324.5,5896684.0,2101931.0,56.13874679396081,35.645983403553586
2021-06-30,16.0,,,,,0.0,0.0,0.0,0.0,9.0,0.0,3349039.0,5896684.0,2109669.0,56.79529376171422,35.777209699553175
2021-07-01,10.0,,,,,0.0,0.0,0.0,0.0,6.0,0.0,3387753.5,5896684.0,2117407.0,57.45184072946762,35.90843599555276
2021-07-02,10.0,,,,,0.0,0.0,0.0,0.0,16.0,6.0,3426468.0,5896684.0,2125145.0,58.10838769722101,36.03966229155234
2021-07-03,7.0,,,,,0.0,0.0,0.0,0.0,15.0,8.0,3550181.0,5896684.0,2156751.0,60.206397358244054,36.575658454819695
2021-07-04,11.0,,,,,0.0,0.0,0.0,0.0,21.0,10.0,3608688.0,5896684.0,2172015.0,61.19859907704058,36.83451580583257
2021-07-05,13.0,,,,,0.0,0.0,0.0,0.0,13.0,0.0,3670862.0,5896684.0,2187709.0,62.25298828968959,37.10066539092141
2021-07-06,10.0,,,,,0.0,0.0,0.0,0.0,14.0,4.0,3729907.0,5896684.0,2203272.0,63.25431378042303,37.36459338841966
2021-07-07,12.0,,,,,0.0,0.0,0.0,0.0,28.0,16.0,3784987.6666666665,5896684.0,2224839.6666666665,64.18840939529177,37.73035262982833
2021-07-08,16.0,,,,,0.0,0.0,0.0,0.0,22.0,6.0,3840068.3333333335,5896684.0,2246407.3333333335,65.12250501016051,38.09611187123701
2021-07-09,10.0,,,,,0.0,0.0,0.0,0.0,11.0,1.0,3895149.0,5896684.0,2267975.0,66.05660062502925,38.46187111264568
2021-07-10,6.0,,,,,0.0,0.0,0.0,0.0,23.0,17.0,3937702.3333333335,5896684.0,2301124.6666666665,66.77824915381821,39.02404583095629
2021-07-11,8.0,,,,,0.0,0.0,0.0,0.0,17.0,9.0,3980255.6666666665,5896684.0,2334274.3333333335,67.49989768260714,39.586220549266905
2021-07-12,26.0,,,,,0.0,0.0,0.0,0.0,18.0,0.0,4022809.0,5896684.0,2367424.0,68.2215462113961,40.148395267577506
2021-07-13,26.0,,,,,0.0,0.0,0.0,0.0,21.0,0.0,4052434.0,5896684.0,2420824.0,68.72394722186232,41.05398898770902
2021-07-14,60.0,,,,,0.0,0.0,0.0,0.0,14.0,0.0,4074400.6666666665,5896684.0,2483671.6666666665,69.09647297814612,42.119802700410375
2021-07-15,48.0,,,,,0.0,0.0,0.0,0.0,14.0,0.0,4096367.3333333335,5896684.0,2546519.3333333335,69.46899873442996,43.18561641311173
2021-07-16,61.0,,,,,0.0,0.0,0.0,0.0,17.0,0.0,4118334.0,5896684.0,2609367.0,69.84152449071377,44.25143012581309
2021-07-17,68.0,,,,,0.0,0.0,0.0,0.0,14.0,0.0,4136551.0,5896684.0,2676171.0,70.15046083527623,45.38433804490795
2021-07-18,92.0,,,,,0.0,0.0,0.0,0.0,14.0,0.0,4153143.0,5896684.0,2747489.0,70.43183931850511,46.59379746311656
2021-07-19,172.0,,,,,0.0,0.0,0.0,0.0,6.0,0.0,4164922.0,5896684.0,2792430.0,70.63159565613488,47.35593767615833
2021-07-20,195.0,,,,,0.0,0.0,0.0,0.0,11.0,0.0,4165024.0,5896684.0,2792667.0,70.63332544189242,47.35995688424206
2021-07-21,181.0,,,,,0.0,0.0,0.0,0.0,17.0,0.0,4183067.0,5896684.0,2845073.5,70.93931097545672,48.24870215192132
2021-07-22,170.0,,,,,0.0,0.0,0.0,0.0,16.0,0.0,4201110.0,5896684.0,2897480.0,71.245296509021,49.137447419600576
2021-07-23,133.0,,,,,0.0,0.0,0.0,0.0,11.0,0.0,4217627.0,5896684.0,2963275.0,71.52540309095757,50.253244026642776
2021-07-24,130.0,,,,,0.0,0.0,0.0,0.0,8.0,0.0,4230379.0,5896684.0,3020766.0,71.74166022801968,51.228215722599344
2021-07-25,125.0,,,,,0.0,0.0,0.0,0.0,10.0,0.0,4242505.0,5896684.0,3070092.0,71.9473012289619,52.064719764532065
2021-07-26,135.0,,,,,0.0,0.0,0.0,0.0,12.0,0.0,4254789.0,5896684.0,3122180.0,72.15562170195994,52.94806369138995
2021-07-27,139.0,,,,,0.0,0.0,0.0,0.0,20.0,0.0,4267577.0,5896684.0,3158737.0,72.37248935164237,53.56802229863429
2021-07-28,136.0,,,,,0.0,0.0,0.0,0.0,26.0,0.0,4278927.5,5896684.0,3210170.0,72.56497889322202,54.44025828753924
2021-07-29,133.0,,,,,0.0,0.0,0.0,0.0,16.0,0.0,4290278.0,5896684.0,3261603.0,72.75746843480167,55.31249427644418
2021-07-30,139.0,,,,,0.0,0.0,0.0,0.0,54.0,0.0,4299667.0,5896684.0,3327272.0,72.91669351791617,56.42615408931528
2021-07-31,120.0,,,,,0.0,0.0,0.0,0.0,130.0,10.0,4307602.0,5896684.0,3391799.0,73.05126067464359,57.52044708517533
2021-08-01,121.0,,,,,0.0,0.0,0.0,0.0,94.0,0.0,4313182.0,5896684.0,3448193.0,73.14589013079215,58.47681510489624
2021-08-02,111.0,,,,,0.0,0.0,0.0,0.0,76.0,0.0,4321223.0,5896684.0,3505975.0,73.28225490801272,59.45672177786702
2021-08-03,102.0,,,,,0.0,0.0,0.0,0.0,219.0,117.0,4329956.0,5896684.0,3561452.0,73.4303550944904,60.39753868445384
2021-08-04,95.0,,,,,0.0,0.0,0.0,0.0,105.0,10.0,4337397.0,5896684.0,3618488.0,73.55654466137239,61.364794179237
2021-08-05,98.0,,,,,0.0,0.0,0.0,0.0,100.0,2.0,4344469.0,5896684.0,3681645.0,73.67647647389617,62.435853778157345
2021-08-06,97.0,,,,,0.0,0.0,0.0,0.0,79.0,0.0,4351541.0,5896684.0,3744802.0,73.79640828641996,63.50691337707769
2021-08-07,81.0,,,,,0.0,0.0,0.0,0.0,122.0,41.0,4359495.0,5896684.0,3807652.0,73.93129765814143,64.57276666004147
2021-08-08,78.0,,,,,0.0,0.0,0.0,0.0,200.0,122.0,4367061.0,5896684.0,3862510.0,74.05960706051063,65.50308614129568
2021-08-09,72.0,,,,,0.0,0.0,0.0,0.0,204.0,132.0,4373550.0,5896684.0,3897650.0,74.1696519603221,66.09901429345713
2021-08-10,0.0,,,,,0.0,0.0,0.0,,90.0,36.0,4419793.5,5896684.0,3945290.5,74.9538808591405,66.90693447368045
2021-08-11,117.0,,,,,0.0,0.0,0.0,0.0,141.0,78.0,4466037.0,5896684.0,3992931.0,75.73810975795888,67.71485465390379
2021-08-12,59.0,,,,,0.0,0.0,0.0,0.0,87.0,28.0,4485559.0,5896684.0,4071978.0,76.0691771850077,69.0553877399569
2021-08-13,49.0,,,,,0.0,0.0,0.0,0.0,157.0,108.0,4496703.5,5896684.0,4120504.0,76.25817323770444,69.87832483477155
2021-08-14,58.0,,,,,0.0,0.0,0.0,0.0,132.0,74.0,4507848.0,5896684.0,4169030.0,76.44716929040118,70.7012619295862
2021-08-15,53.0,,,,,0.0,0.0,0.0,0.0,123.0,70.0,4514974.6,5896684.0,4188511.8,76.56802704706577,71.03164761754232
2021-08-16,53.0,,,,,0.0,0.0,0.0,0.0,110.0,57.0,4522101.2,5896684.0,4207993.6,76.68888480373037,71.36203330549847
2021-08-17,56.0,,,,,0.0,0.0,0.0,0.0,160.0,104.0,4529227.8,5896684.0,4227475.4,76.80974256039495,71.69241899345464
2021-08-18,53.0,,,,,0.0,0.0,0.0,0.0,90.0,37.0,4536354.4,5896684.0,4246957.2,76.93060031705956,72.02280468141078
2021-08-19,32.0,,,,,0.0,0.0,0.0,0.0,90.0,58.0,4543481.0,5896684.0,4266439.0,77.05145807372415,72.35319036936691
2021-08-20,40.0,,,,,0.0,0.0,0.0,0.0,160.0,120.0,4551878.0,5896684.0,4329835.0,77.19386014241223,73.42830309373879
2021-08-21,37.0,,,,,0.0,0.0,0.0,0.0,126.0,89.0,4559744.0,5896684.0,4337317.0,77.32725714995073,73.55518796666058
2021-08-22,35.0,,,,,0.0,0.0,0.0,0.0,73.0,38.0,4562947.0,5896684.0,4340364.0,77.38157581447472,73.60686107649656
2021-08-23,98.0,,,,,0.0,0.0,0.0,0.0,99.0,1.0,4567396.0,5896684.0,4344596.0,77.4570249991351,73.67863022675117
2021-08-24,116.0,,,,,0.0,0.0,0.0,0.0,72.0,0.0,4571609.0,5896684.0,4348604.0,77.52847193439567,73.74660063181273
2021-08-25,120.0,,,,,0.0,0.0,0.0,0.0,53.0,0.0,4576105.0,5896684.0,4355570.0,77.60471817719925,73.86473482384336
2021-08-26,116.0,,,,,0.0,0.0,0.0,0.0,84.0,0.0,4580071.0,5896684.0,4359345.0,77.6719763175371,73.92875385555678
2021-08-27,0.0,,,,,0.0,0.0,0.0,,59.0,0.0,4585919.0,5896684.0,4364911.0,77.77115070097024,74.02314589013079
2021-08-28,243.0,,,,,0.0,0.0,0.0,0.0,54.0,0.0,4590629.0,5896684.0,4424703.0,77.8510261021279,75.03713951773572
2021-08-29,0.0,,,,,0.0,0.0,0.0,,70.0,0.0,4593269.0,5896684.0,4427247.0,77.89579702761755,75.08028240957121
2021-08-30,288.0,,,,,0.0,0.0,0.0,0.0,40.0,0.0,4597435.0,5896684.0,4431263.0,77.96644690473494,75.14838848410395
2021-08-31,161.0,,,,,0.0,0.0,0.0,0.0,42.0,0.0,4601255.0,5896684.0,4434945.0,78.03122907722374,75.21083035821489
2021-09-01,180.0,,,,,0.0,0.0,0.0,0.0,48.0,0.0,4604828.0,5896684.0,4438388.0,78.09182245478985,75.2692191068743
2021-09-02,191.0,,,,,0.0,0.0,0.0,0.0,90.0,0.0,4608483.0,5896684.0,4441911.0,78.15380644443555,75.32896455024553
2021-09-03,219.0,,,,,0.0,0.0,0.0,0.0,56.0,0.0,4612131.0,5896684.0,4445649.111111111,78.21567172329398,75.39235799495295
2021-09-04,259.0,,,,,0.0,0.0,0.0,0.0,144.0,0.0,4615779.0,5896684.0,4449387.222222222,78.2775370021524,75.45575143966036
2021-09-05,191.0,,,,,0.0,0.0,0.0,0.0,88.0,0.0,4619427.0,5896684.0,4453125.333333333,78.33940228101082,75.51914488436778
2021-09-06,241.0,,,,,0.0,0.0,0.0,0.0,119.0,0.0,4623075.0,5896684.0,4456863.444444444,78.40126755986924,75.58253832907519
2021-09-07,332.0,,,,,0.0,0.0,0.0,0.0,148.0,0.0,4626723.0,5896684.0,4460601.555555556,78.46313283872767,75.64593177378262
2021-09-08,349.0,,,,,0.0,0.0,0.0,0.0,345.0,0.0,4630371.0,5896684.0,4464339.666666667,78.52499811758608,75.70932521849004
2021-09-09,457.0,,,,,0.0,0.0,0.0,0.0,221.0,0.0,4634019.0,5896684.0,4468077.777777778,78.5868633964445,75.77271866319745
2021-09-10,573.0,,,,,0.0,0.0,0.0,0.0,334.0,0.0,4637667.0,5896684.0,4471815.888888889,78.64872867530293,75.83611210790487
2021-09-11,555.0,,,,,0.0,0.0,0.0,0.0,221.0,0.0,4641315.0,5896684.0,4475554.0,78.71059395416135,75.89950555261228
2021-09-12,520.0,,,,,0.0,0.0,0.0,0.0,200.0,0.0,4642991.0,5896684.0,4477170.0,78.73901670837373,75.9269107857908
2021-09-13,607.0,,,,,0.0,0.0,0.0,0.0,247.0,0.0,4645522.0,5896684.0,4479610.0,78.78193913731853,75.96828997450092
2021-09-14,837.0,,,,,0.0,0.0,0.0,0.0,165.0,0.0,4648305.0,5896684.0,4482294.0,78.82913515460554,76.01380708208207
2021-09-15,807.0,,,,,0.0,0.0,0.0,0.0,277.0,0.0,4651489.0,5896684.0,4485264.181818182,78.88313160413549,76.06417745665499
2021-09-16,910.0,,,,,0.0,0.0,0.0,0.0,374.0,0.0,4654992.0,5896684.0,4488234.363636363,78.94253787382874,76.11454783122791
2021-09-17,935.0,,,,,0.0,0.0,0.0,0.0,363.0,0.0,4658907.0,5896684.0,4491204.545454546,79.00893112128783,76.16491820580084
2021-09-18,1009.0,,,,,0.0,0.0,0.0,0.0,510.0,0.0,4661576.0,5896684.0,4494174.7272727275,79.05419384861051,76.21528858037378
2021-09-19,1012.0,,,,,0.0,0.0,0.0,0.0,476.0,0.0,4662940.0,5896684.0,4497144.909090909,79.07732549344682,76.2656589549467
2021-09-20,917.0,,,,,0.0,0.0,0.0,0.0,487.0,0.0,4665829.0,5896684.0,4500115.090909091,79.12631913122698,76.31602932951962
2021-09-21,1178.0,,,,,0.0,0.0,0.0,0.0,541.0,0.0,4669197.0,5896684.0,4503085.2727272725,79.18343597859408,76.36639970409254
2021-09-22,1457.0,,,,,0.0,0.0,0.0,0.0,462.0,0.0,4671857.0,5896684.0,4506055.454545454,79.22854607776168,76.41677007866546
2021-09-23,1504.0,2.0,934.0,23.0,163.0,0.0,0.0,0.0,0.0,321.0,0.0,4674211.0,5896684.0,4509025.636363637,79.2684668196566,76.46714045323841
2021-09-24,1650.0,6.0,907.0,23.0,162.0,0.0,0.0,0.0,0.0,984.0,0.0,4677703.0,5896684.0,4511995.818181818,79.327686543827,76.51751082781134
2021-09-25,1443.0,3.0,950.0,27.0,165.0,43.0,4.0,3.0,0.49,740.0,0.0,4680148.0,5896684.0,4514966.0,79.36915052595663,76.56788120238426
2021-09-26,1939.0,,1001.0,30.0,172.0,51.0,3.0,7.0,0.52,517.0,0.0,4681517.0,5896684.0,4516287.0,79.39236696421243,76.59028362381297
2021-09-27,1647.0,3.0,1067.0,27.0,194.0,66.0,0.0,22.0,1.34,524.0,0.0,4687003.0,5896684.0,4521579.5,79.48540230407463,76.68003745834099
2021-09-28,2236.0,4.0,1086.0,30.0,209.0,19.0,3.0,15.0,0.81,1045.0,0.0,4692489.0,5896684.0,4526872.0,79.57843764393682,76.769791292869
2021-09-29,2268.0,9.0,1104.0,34.0,197.0,18.0,4.0,0.0,0.18,1086.0,0.0,4693813.0,5896684.0,4528149.0,79.60089094141725,76.79144753220623
2021-09-30,2478.0,6.0,1122.0,34.0,204.0,18.0,0.0,7.0,0.28,867.0,0.0,4695781.0,5896684.0,4530048.0,79.63426563132771,76.82365207292777
2021-10-01,2909.0,6.0,1100.0,34.0,222.0,0.0,0.0,18.0,0.62,950.0,0.0,4697603.0,5896684.0,4531805.0,79.66516435338913,76.85344848053583
2021-10-02,2356.0,6.0,1147.0,31.0,243.0,47.0,0.0,21.0,0.89,1603.0,0.0,4698535.0,5896684.0,4532704.0,79.68096984678168,76.86869433735978
2021-10-03,2057.0,5.0,1052.0,34.0,250.0,0.0,3.0,7.0,0.49,1199.0,0.0,4699026.0,5896684.0,4533178.0,79.6892965605754,76.87673275352724
2021-10-04,2475.0,10.0,1093.0,35.0,226.0,41.0,1.0,0.0,0.04,2540.0,65.0,4700524.0,5896684.0,4589923.0,79.714700669054,77.83905327129621
2021-10-05,3486.0,3.0,1230.0,34.0,247.0,137.0,0.0,21.0,0.6,1745.0,0.0,4702719.0,5896684.0,4592067.0,79.75192498020922,77.87541268957264
2021-10-06,3577.0,6.0,1228.0,37.0,255.0,0.0,3.0,8.0,0.31,2899.0,0.0,4704285.0,5896684.0,4593596.0,79.77848227919286,77.90134251725208
2021-10-07,3483.0,2.0,1197.0,40.0,297.0,0.0,3.0,42.0,1.29,3445.0,0.0,4707177.0,5896684.0,4596420.0,79.82752679302469,77.94923384057888
2021-10-08,3590.0,8.0,1216.0,41.0,307.0,19.0,1.0,10.0,0.31,2454.0,0.0,4711200.0,5896684.0,4600348.0,79.89575157834471,78.01584755092861
2021-10-09,3703.0,13.0,1227.0,40.0,302.0,11.0,0.0,0.0,0.0,3019.0,0.0,4714069.0,5896684.0,4603150.0,79.9444060424469,78.06336578320968
2021-10-10,2809.0,9.0,1280.0,41.0,292.0,53.0,1.0,0.0,0.04,2469.0,0.0,4716546.0,5896684.0,4605568.0,79.98641270246125,78.10437188087407
2021-10-11,2263.0,11.0,1348.0,42.0,308.0,68.0,1.0,16.0,0.75,2249.0,0.0,4720530.0,5896684.0,4609459.0,80.05397609910926,78.1703581199196
2021-10-12,2976.0,11.0,1286.0,42.0,291.0,0.0,0.0,0.0,0.0,2110.0,0.0,4724247.0,5896684.0,4668668.0,80.11701152715662,79.17446483481224
2021-10-13,3190.0,10.0,1161.0,46.0,300.0,0.0,4.0,9.0,0.41,3215.0,25.0,4727310.0,5896684.0,4671695.0,80.16895597593495,79.22579877097026
2021-10-14,2932.0,14.0,1155.0,46.0,310.0,0.0,0.0,10.0,0.34,3427.0,495.0,4730374.0,5896684.0,4674723.0,80.22091738339718,79.27714966581217
2021-10-15,3445.0,6.0,1223.0,48.0,322.0,68.0,2.0,12.0,0.41,3284.0,0.0,4733819.0,5896684.0,4678127.0,80.27934004942439,79.33487702579959
2021-10-16,3348.0,9.0,1092.0,62.0,310.0,0.0,14.0,0.0,0.42,3429.0,81.0,4736518.0,5896684.0,4680794.0,80.325111537264,79.38010583575446
2021-10-17,3058.0,7.0,1258.0,66.0,327.0,166.0,4.0,17.0,0.69,3754.0,696.0,4738426.0,5896684.0,4682680.0,80.3574687061406,79.41208991358533
2021-10-18,2553.0,9.0,1310.0,67.0,337.0,52.0,1.0,10.0,0.43,3071.0,518.0,4741030.0,5896684.0,4685253.0,80.40162911900994,79.45572460725384
2021-10-19,3994.0,14.0,1329.0,71.0,338.0,19.0,4.0,1.0,0.13,,,4742997.0,5896684.0,4687197.0,80.4349868502365,79.48869228875076
2021-10-20,3862.0,4.0,1314.0,67.0,337.0,0.0,0.0,0.0,0.0,,,4742997.0,5896684.0,4687197.0,80.4349868502365,79.48869228875076
